StudentID,Year,GradeLevel,Semester,Term,Subject,SubjectType,ClassName,ItemType,ItemNumber,PossiblePoints,Score,DueDate,SubmittedDate,PretestScore,HomeworkCompletion,Participation,AssignmentAvg,TestScore,Attendance,StudyHours,ParentalSupport,SleepHours,ReadingHours,BehaviorScore,WeightedGPA_Elementary,WeightedGPA_HighSchool
STU0164,2024,5,Spring,Spring,Reading,Core,English Lit,Pretest,1,100,47,2025-09-17,2025-09-17,90,95,5,49,57,94,4,1,7,4,9,3.68,4.11
STU0164,2024,5,Spring,Spring,Reading,Core,English Lit,Assignment,2,50,87,2025-09-19,2025-09-19,61,93,6,42,98,94,4,1,7,4,9,3.68,4.11
STU0164,2024,5,Spring,Spring,Writing,Core,Creative Writing,Test,3,100,70,2025-09-21,2025-09-21,55,80,3,95,78,94,4,1,7,4,9,3.68,4.11
STU0165,2024,6,Spring,Spring,Writing,Core,Creative Writing,Pretest,1,100,68,2025-09-17,2025-09-17,41,87,5,75,72,78,3,1,8,0,6,3.23,3.64
STU0165,2024,6,Spring,Spring,Reading,Core,English Lit,Assignment,2,50,68,2025-09-19,2025-09-19,62,89,10,97,79,78,3,1,8,0,6,3.23,3.64
STU0165,2024,6,Spring,Spring,Reading,Core,English Lit,Test,3,100,95,2025-09-21,2025-09-21,53,94,1,86,66,78,3,1,8,0,6,3.23,3.64
STU0166,2023,5,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,41,2025-09-17,2025-09-17,54,60,1,72,64,99,6,1,7,3,6,3.92,3.38
STU0166,2023,5,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,59,2025-09-19,2025-09-19,64,88,4,46,98,99,6,1,7,3,6,3.92,3.38
STU0166,2023,5,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,44,2025-09-21,2025-09-21,89,91,8,76,79,99,6,1,7,3,6,3.92,3.38
STU0167,2025,6,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,69,2025-09-17,2025-09-17,58,50,2,77,68,93,4,3,6,2,2,3.67,3.91
STU0167,2025,6,Fall,Fall,History,Elective,World History,Assignment,2,50,57,2025-09-19,2025-09-19,48,56,5,43,47,93,4,3,6,2,2,3.67,3.91
STU0167,2025,6,Fall,Fall,History,Elective,World History,Test,3,100,94,2025-09-21,2025-09-21,49,60,9,68,65,93,4,3,6,2,2,3.67,3.91
STU0168,2024,4,Fall,Fall,History,Elective,World History,Pretest,1,100,54,2025-09-17,2025-09-17,44,68,6,69,92,79,6,5,9,0,4,3.16,3.8
STU0168,2024,4,Fall,Fall,Science,Core,Earth Science,Assignment,2,50,61,2025-09-19,2025-09-19,64,93,6,52,73,79,6,5,9,0,4,3.16,3.8
STU0168,2024,4,Fall,Fall,Math,Core,Algebra I,Test,3,100,97,2025-09-21,2025-09-21,82,74,9,45,58,79,6,5,9,0,4,3.16,3.8
STU0169,2024,4,Spring,Spring,Science,Core,Earth Science,Pretest,1,100,54,2025-09-17,2025-09-17,88,92,5,65,98,97,6,5,6,1,6,3.56,3.16
STU0169,2024,4,Spring,Spring,Writing,Core,Creative Writing,Assignment,2,50,63,2025-09-19,2025-09-19,63,69,9,74,52,97,6,5,6,1,6,3.56,3.16
STU0169,2024,4,Spring,Spring,Science,Core,Earth Science,Test,3,100,90,2025-09-21,2025-09-21,63,66,8,60,62,97,6,5,6,1,6,3.56,3.16
STU0170,2025,4,Fall,Fall,Writing,Core,Creative Writing,Pretest,1,100,58,2025-09-17,2025-09-17,67,92,5,93,73,70,5,3,7,3,10,3.4,3.76
STU0170,2025,4,Fall,Fall,Science,Core,Earth Science,Assignment,2,50,87,2025-09-19,2025-09-19,59,64,5,46,43,70,5,3,7,3,10,3.4,3.76
STU0170,2025,4,Fall,Fall,Science,Core,Earth Science,Test,3,100,75,2025-09-21,2025-09-21,69,63,9,61,64,70,5,3,7,3,10,3.4,3.76
STU0171,2023,4,Spring,Spring,Reading,Core,English Lit,Pretest,1,100,43,2025-09-17,2025-09-17,74,87,9,94,56,92,6,5,9,1,9,2.55,4.09
STU0171,2023,4,Spring,Spring,Reading,Core,English Lit,Assignment,2,50,69,2025-09-19,2025-09-19,81,60,7,48,81,92,6,5,9,1,9,2.55,4.09
STU0171,2023,4,Spring,Spring,Math,Core,Algebra I,Test,3,100,46,2025-09-21,2025-09-21,57,67,4,98,76,92,6,5,9,1,9,2.55,4.09
STU0172,2023,5,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,99,2025-09-17,2025-09-17,45,67,1,92,85,76,4,2,9,1,10,3.41,3.66
STU0172,2023,5,Fall,Fall,History,Elective,World History,Assignment,2,50,98,2025-09-19,2025-09-19,77,91,7,79,54,76,4,2,9,1,10,3.41,3.66
STU0172,2023,5,Fall,Fall,Reading,Core,English Lit,Test,3,100,79,2025-09-21,2025-09-21,89,51,1,57,49,76,4,2,9,1,10,3.41,3.66
STU0173,2024,5,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,85,2025-09-17,2025-09-17,87,97,7,89,73,77,7,5,7,4,4,3.12,3.85
STU0173,2024,5,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,55,2025-09-19,2025-09-19,67,97,2,52,63,77,7,5,7,4,4,3.12,3.85
STU0173,2024,5,Fall,Fall,Science,Core,Earth Science,Test,3,100,66,2025-09-21,2025-09-21,71,51,2,74,55,77,7,5,7,4,4,3.12,3.85
STU0174,2023,4,Fall,Fall,Writing,Core,Creative Writing,Pretest,1,100,56,2025-09-17,2025-09-17,66,77,9,65,49,93,2,2,6,1,7,3.89,4.22
STU0174,2023,4,Fall,Fall,Reading,Core,English Lit,Assignment,2,50,59,2025-09-19,2025-09-19,81,57,2,67,41,93,2,2,6,1,7,3.89,4.22
STU0174,2023,4,Fall,Fall,Reading,Core,English Lit,Test,3,100,76,2025-09-21,2025-09-21,52,64,5,88,72,93,2,2,6,1,7,3.89,4.22
STU0175,2024,4,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,60,2025-09-17,2025-09-17,41,56,6,77,65,96,4,2,7,2,4,3.32,3.77
STU0175,2024,4,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,76,2025-09-19,2025-09-19,80,94,4,48,93,96,4,2,7,2,4,3.32,3.77
STU0175,2024,4,Fall,Fall,Science,Core,Earth Science,Test,3,100,47,2025-09-21,2025-09-21,86,59,4,46,72,96,4,2,7,2,4,3.32,3.77
STU0176,2024,6,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,88,2025-09-17,2025-09-17,71,71,9,71,54,70,3,4,9,0,5,3.39,3.86
STU0176,2024,6,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,80,2025-09-19,2025-09-19,60,69,9,74,79,70,3,4,9,0,5,3.39,3.86
STU0176,2024,6,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,63,2025-09-21,2025-09-21,61,87,3,98,79,70,3,4,9,0,5,3.39,3.86
STU0177,2024,5,Fall,Fall,History,Elective,World History,Pretest,1,100,78,2025-09-17,2025-09-17,64,67,7,73,92,75,5,3,5,3,1,3.2,3.87
STU0177,2024,5,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,88,2025-09-19,2025-09-19,58,92,3,73,55,75,5,3,5,3,1,3.2,3.87
STU0177,2024,5,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,85,2025-09-21,2025-09-21,56,94,3,51,85,75,5,3,5,3,1,3.2,3.87
STU0178,2025,4,Spring,Spring,Writing,Core,Creative Writing,Pretest,1,100,59,2025-09-17,2025-09-17,62,96,10,47,93,70,3,5,9,1,5,3.31,4.24
STU0178,2025,4,Spring,Spring,Writing,Core,Creative Writing,Assignment,2,50,57,2025-09-19,2025-09-19,73,72,1,55,44,70,3,5,9,1,5,3.31,4.24
STU0178,2025,4,Spring,Spring,History,Elective,World History,Test,3,100,87,2025-09-21,2025-09-21,49,59,8,48,86,70,3,5,9,1,5,3.31,4.24
STU0179,2025,6,Spring,Spring,Reading,Core,English Lit,Pretest,1,100,96,2025-09-17,2025-09-17,64,68,10,88,90,83,1,2,7,4,5,2.65,3.47
STU0179,2025,6,Spring,Spring,Math,Core,Algebra I,Assignment,2,50,75,2025-09-19,2025-09-19,70,61,5,69,45,83,1,2,7,4,5,2.65,3.47
STU0179,2025,6,Spring,Spring,History,Elective,World History,Test,3,100,42,2025-09-21,2025-09-21,49,69,5,97,60,83,1,2,7,4,5,2.65,3.47
STU0180,2023,6,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,47,2025-09-17,2025-09-17,79,57,10,77,64,73,1,5,6,3,8,2.95,3.27
STU0180,2023,6,Fall,Fall,Reading,Core,English Lit,Assignment,2,50,69,2025-09-19,2025-09-19,74,81,6,87,78,73,1,5,6,3,8,2.95,3.27
STU0180,2023,6,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,52,2025-09-21,2025-09-21,89,92,8,56,75,73,1,5,6,3,8,2.95,3.27
STU0181,2023,5,Spring,Spring,Writing,Core,Creative Writing,Pretest,1,100,46,2025-09-17,2025-09-17,64,90,7,60,69,92,2,1,6,1,3,3.86,3.76
STU0181,2023,5,Spring,Spring,Reading,Core,English Lit,Assignment,2,50,99,2025-09-19,2025-09-19,44,79,5,70,43,92,2,1,6,1,3,3.86,3.76
STU0181,2023,5,Spring,Spring,Writing,Core,Creative Writing,Test,3,100,48,2025-09-21,2025-09-21,76,56,9,59,80,92,2,1,6,1,3,3.86,3.76
STU0182,2024,5,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,91,2025-09-17,2025-09-17,81,63,6,84,77,90,4,3,8,2,8,3.2,3.42
STU0182,2024,5,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,42,2025-09-19,2025-09-19,58,55,8,75,65,90,4,3,8,2,8,3.2,3.42
STU0182,2024,5,Fall,Fall,Science,Core,Earth Science,Test,3,100,61,2025-09-21,2025-09-21,49,75,2,76,54,90,4,3,8,2,8,3.2,3.42
STU0183,2024,6,Spring,Spring,Writing,Core,Creative Writing,Pretest,1,100,96,2025-09-17,2025-09-17,54,97,4,69,60,95,3,4,7,2,3,2.61,3.24
STU0183,2024,6,Spring,Spring,Math,Core,Algebra I,Assignment,2,50,71,2025-09-19,2025-09-19,45,87,2,62,89,95,3,4,7,2,3,2.61,3.24
STU0183,2024,6,Spring,Spring,Writing,Core,Creative Writing,Test,3,100,66,2025-09-21,2025-09-21,44,64,9,58,56,95,3,4,7,2,3,2.61,3.24
STU0184,2025,6,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,41,2025-09-17,2025-09-17,41,97,8,82,45,86,3,2,7,5,8,3.86,3.87
STU0184,2025,6,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,54,2025-09-19,2025-09-19,76,87,8,54,93,86,3,2,7,5,8,3.86,3.87
STU0184,2025,6,Fall,Fall,Reading,Core,English Lit,Test,3,100,68,2025-09-21,2025-09-21,88,69,8,63,61,86,3,2,7,5,8,3.86,3.87
STU0185,2023,6,Spring,Spring,Reading,Core,English Lit,Pretest,1,100,57,2025-09-17,2025-09-17,93,82,6,85,52,70,2,3,8,4,5,3.92,3.53
STU0185,2023,6,Spring,Spring,Science,Core,Earth Science,Assignment,2,50,66,2025-09-19,2025-09-19,91,89,4,98,53,70,2,3,8,4,5,3.92,3.53
STU0185,2023,6,Spring,Spring,Reading,Core,English Lit,Test,3,100,90,2025-09-21,2025-09-21,51,54,1,73,59,70,2,3,8,4,5,3.92,3.53
STU0186,2025,6,Spring,Spring,Math,Core,Algebra I,Pretest,1,100,90,2025-09-17,2025-09-17,53,77,4,62,77,93,4,4,9,1,4,3.04,4.34
STU0186,2025,6,Spring,Spring,Writing,Core,Creative Writing,Assignment,2,50,68,2025-09-19,2025-09-19,63,99,4,41,55,93,4,4,9,1,4,3.04,4.34
STU0186,2025,6,Spring,Spring,History,Elective,World History,Test,3,100,69,2025-09-21,2025-09-21,80,65,4,76,55,93,4,4,9,1,4,3.04,4.34
STU0187,2024,4,Spring,Spring,Science,Core,Earth Science,Pretest,1,100,83,2025-09-17,2025-09-17,83,92,3,44,55,75,6,1,9,5,7,2.72,3.06
STU0187,2024,4,Spring,Spring,Math,Core,Algebra I,Assignment,2,50,59,2025-09-19,2025-09-19,62,87,7,98,88,75,6,1,9,5,7,2.72,3.06
STU0187,2024,4,Spring,Spring,Writing,Core,Creative Writing,Test,3,100,65,2025-09-21,2025-09-21,50,82,1,73,61,75,6,1,9,5,7,2.72,3.06
STU0188,2023,5,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,51,2025-09-17,2025-09-17,81,51,8,42,40,90,1,2,7,3,5,3.77,3.32
STU0188,2023,5,Fall,Fall,Science,Core,Earth Science,Assignment,2,50,83,2025-09-19,2025-09-19,45,68,7,40,97,90,1,2,7,3,5,3.77,3.32
STU0188,2023,5,Fall,Fall,Science,Core,Earth Science,Test,3,100,40,2025-09-21,2025-09-21,79,67,7,68,55,90,1,2,7,3,5,3.77,3.32
STU0189,2025,5,Fall,Fall,Writing,Core,Creative Writing,Pretest,1,100,49,2025-09-17,2025-09-17,60,61,7,50,67,84,3,2,8,3,1,2.69,3.1
STU0189,2025,5,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,72,2025-09-19,2025-09-19,45,78,1,61,49,84,3,2,8,3,1,2.69,3.1
STU0189,2025,5,Fall,Fall,Reading,Core,English Lit,Test,3,100,49,2025-09-21,2025-09-21,81,99,10,72,86,84,3,2,8,3,1,2.69,3.1
STU0190,2023,6,Fall,Fall,Writing,Core,Creative Writing,Pretest,1,100,63,2025-09-17,2025-09-17,60,79,1,53,65,95,5,5,6,5,6,3.85,3.51
STU0190,2023,6,Fall,Fall,Science,Core,Earth Science,Assignment,2,50,73,2025-09-19,2025-09-19,71,62,7,57,72,95,5,5,6,5,6,3.85,3.51
STU0190,2023,6,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,71,2025-09-21,2025-09-21,74,63,1,99,91,95,5,5,6,5,6,3.85,3.51
STU0191,2023,5,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,75,2025-09-17,2025-09-17,57,74,9,86,87,98,5,3,6,5,10,2.53,3.24
STU0191,2023,5,Fall,Fall,Science,Core,Earth Science,Assignment,2,50,70,2025-09-19,2025-09-19,83,72,9,98,88,98,5,3,6,5,10,2.53,3.24
STU0191,2023,5,Fall,Fall,Science,Core,Earth Science,Test,3,100,99,2025-09-21,2025-09-21,59,97,5,43,94,98,5,3,6,5,10,2.53,3.24
STU0192,2024,6,Fall,Fall,Writing,Core,Creative Writing,Pretest,1,100,91,2025-09-17,2025-09-17,52,63,7,76,81,79,6,3,7,3,10,3.46,3.07
STU0192,2024,6,Fall,Fall,Reading,Core,English Lit,Assignment,2,50,54,2025-09-19,2025-09-19,48,70,8,48,67,79,6,3,7,3,10,3.46,3.07
STU0192,2024,6,Fall,Fall,Reading,Core,English Lit,Test,3,100,78,2025-09-21,2025-09-21,85,85,9,43,96,79,6,3,7,3,10,3.46,3.07
STU0193,2024,5,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,95,2025-09-17,2025-09-17,66,70,9,70,45,74,2,3,9,0,4,3.5,3.82
STU0193,2024,5,Fall,Fall,Science,Core,Earth Science,Assignment,2,50,47,2025-09-19,2025-09-19,73,58,3,86,91,74,2,3,9,0,4,3.5,3.82
STU0193,2024,5,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,87,2025-09-21,2025-09-21,87,50,3,89,81,74,2,3,9,0,4,3.5,3.82
STU0194,2025,4,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,43,2025-09-17,2025-09-17,78,56,1,93,44,86,7,2,8,5,5,3.1,3.84
STU0194,2025,4,Fall,Fall,Reading,Core,English Lit,Assignment,2,50,95,2025-09-19,2025-09-19,60,58,2,74,96,86,7,2,8,5,5,3.1,3.84
STU0194,2025,4,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,55,2025-09-21,2025-09-21,42,56,7,96,76,86,7,2,8,5,5,3.1,3.84
STU0195,2024,6,Spring,Spring,Science,Core,Earth Science,Pretest,1,100,53,2025-09-17,2025-09-17,75,57,9,49,67,77,3,3,7,5,6,3.4,3.98
STU0195,2024,6,Spring,Spring,Math,Core,Algebra I,Assignment,2,50,99,2025-09-19,2025-09-19,48,90,9,75,54,77,3,3,7,5,6,3.4,3.98
STU0195,2024,6,Spring,Spring,Math,Core,Algebra I,Test,3,100,84,2025-09-21,2025-09-21,87,77,10,64,89,77,3,3,7,5,6,3.4,3.98
STU0196,2024,4,Spring,Spring,Math,Core,Algebra I,Pretest,1,100,47,2025-09-17,2025-09-17,75,79,9,57,60,92,3,3,5,0,6,3.65,4.13
STU0196,2024,4,Spring,Spring,Science,Core,Earth Science,Assignment,2,50,88,2025-09-19,2025-09-19,78,78,10,89,76,92,3,3,5,0,6,3.65,4.13
STU0196,2024,4,Spring,Spring,Reading,Core,English Lit,Test,3,100,42,2025-09-21,2025-09-21,74,84,10,85,62,92,3,3,5,0,6,3.65,4.13
STU0197,2024,5,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,46,2025-09-17,2025-09-17,65,88,5,74,54,82,5,1,9,0,4,2.54,4.44
STU0197,2024,5,Fall,Fall,Reading,Core,English Lit,Assignment,2,50,45,2025-09-19,2025-09-19,85,95,10,56,53,82,5,1,9,0,4,2.54,4.44
STU0197,2024,5,Fall,Fall,Reading,Core,English Lit,Test,3,100,79,2025-09-21,2025-09-21,72,56,5,82,43,82,5,1,9,0,4,2.54,4.44
STU0198,2023,5,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,77,2025-09-17,2025-09-17,94,99,7,96,88,73,6,3,5,5,3,2.91,3.6
STU0198,2023,5,Fall,Fall,History,Elective,World History,Assignment,2,50,76,2025-09-19,2025-09-19,48,97,3,98,55,73,6,3,5,5,3,2.91,3.6
STU0198,2023,5,Fall,Fall,Math,Core,Algebra I,Test,3,100,78,2025-09-21,2025-09-21,64,84,5,57,41,73,6,3,5,5,3,2.91,3.6
STU0199,2025,6,Spring,Spring,History,Elective,World History,Pretest,1,100,87,2025-09-17,2025-09-17,67,84,10,68,53,79,5,5,9,3,4,2.52,3.04
STU0199,2025,6,Spring,Spring,Reading,Core,English Lit,Assignment,2,50,63,2025-09-19,2025-09-19,93,73,2,67,73,79,5,5,9,3,4,2.52,3.04
STU0199,2025,6,Spring,Spring,Reading,Core,English Lit,Test,3,100,55,2025-09-21,2025-09-21,56,92,2,48,91,79,5,5,9,3,4,2.52,3.04
STU0200,2023,4,Fall,Fall,Writing,Core,Creative Writing,Pretest,1,100,79,2025-09-17,2025-09-17,86,56,9,73,44,71,6,5,7,4,2,3.09,3.72
STU0200,2023,4,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,91,2025-09-19,2025-09-19,54,81,10,86,94,71,6,5,7,4,2,3.09,3.72
STU0200,2023,4,Fall,Fall,History,Elective,World History,Test,3,100,48,2025-09-21,2025-09-21,46,89,4,84,85,71,6,5,7,4,2,3.09,3.72
STU0201,2023,6,Spring,Spring,Science,Core,Earth Science,Pretest,1,100,45,2025-09-17,2025-09-17,53,64,2,65,73,72,4,5,6,4,6,3.29,3.68
STU0201,2023,6,Spring,Spring,History,Elective,World History,Assignment,2,50,61,2025-09-19,2025-09-19,49,61,9,55,66,72,4,5,6,4,6,3.29,3.68
STU0201,2023,6,Spring,Spring,Reading,Core,English Lit,Test,3,100,98,2025-09-21,2025-09-21,47,60,6,50,76,72,4,5,6,4,6,3.29,3.68
STU0202,2025,6,Fall,Fall,Writing,Core,Creative Writing,Pretest,1,100,94,2025-09-17,2025-09-17,88,58,10,63,94,72,5,3,9,3,4,2.58,3.31
STU0202,2025,6,Fall,Fall,Science,Core,Earth Science,Assignment,2,50,52,2025-09-19,2025-09-19,83,67,3,40,95,72,5,3,9,3,4,2.58,3.31
STU0202,2025,6,Fall,Fall,Reading,Core,English Lit,Test,3,100,52,2025-09-21,2025-09-21,92,58,9,45,51,72,5,3,9,3,4,2.58,3.31
STU0203,2023,4,Spring,Spring,Writing,Core,Creative Writing,Pretest,1,100,40,2025-09-17,2025-09-17,68,99,5,41,54,86,4,3,8,2,3,3.63,3.19
STU0203,2023,4,Spring,Spring,Math,Core,Algebra I,Assignment,2,50,46,2025-09-19,2025-09-19,40,67,6,53,69,86,4,3,8,2,3,3.63,3.19
STU0203,2023,4,Spring,Spring,History,Elective,World History,Test,3,100,72,2025-09-21,2025-09-21,53,57,3,67,47,86,4,3,8,2,3,3.63,3.19
STU0204,2023,6,Spring,Spring,Math,Core,Algebra I,Pretest,1,100,87,2025-09-17,2025-09-17,80,88,5,59,86,91,3,3,9,0,10,3.07,4.08
STU0204,2023,6,Spring,Spring,Science,Core,Earth Science,Assignment,2,50,93,2025-09-19,2025-09-19,77,64,4,83,61,91,3,3,9,0,10,3.07,4.08
STU0204,2023,6,Spring,Spring,Science,Core,Earth Science,Test,3,100,62,2025-09-21,2025-09-21,67,87,5,40,89,91,3,3,9,0,10,3.07,4.08
STU0205,2023,6,Spring,Spring,Math,Core,Algebra I,Pretest,1,100,73,2025-09-17,2025-09-17,76,98,10,43,48,81,4,2,8,2,2,3.24,3.09
STU0205,2023,6,Spring,Spring,Math,Core,Algebra I,Assignment,2,50,79,2025-09-19,2025-09-19,42,80,7,79,66,81,4,2,8,2,2,3.24,3.09
STU0205,2023,6,Spring,Spring,History,Elective,World History,Test,3,100,40,2025-09-21,2025-09-21,59,93,7,59,64,81,4,2,8,2,2,3.24,3.09
STU0206,2023,4,Spring,Spring,Math,Core,Algebra I,Pretest,1,100,58,2025-09-17,2025-09-17,91,87,2,93,71,80,2,4,7,3,3,3.06,3.69
STU0206,2023,4,Spring,Spring,Math,Core,Algebra I,Assignment,2,50,56,2025-09-19,2025-09-19,74,100,3,94,60,80,2,4,7,3,3,3.06,3.69
STU0206,2023,4,Spring,Spring,Science,Core,Earth Science,Test,3,100,99,2025-09-21,2025-09-21,62,74,2,77,69,80,2,4,7,3,3,3.06,3.69
STU0207,2025,6,Spring,Spring,Reading,Core,English Lit,Pretest,1,100,65,2025-09-17,2025-09-17,87,83,4,55,69,74,6,4,9,0,3,3.61,4.12
STU0207,2025,6,Spring,Spring,Science,Core,Earth Science,Assignment,2,50,47,2025-09-19,2025-09-19,83,86,3,55,58,74,6,4,9,0,3,3.61,4.12
STU0207,2025,6,Spring,Spring,Reading,Core,English Lit,Test,3,100,90,2025-09-21,2025-09-21,84,67,1,56,78,74,6,4,9,0,3,3.61,4.12
STU0208,2024,4,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,93,2025-09-17,2025-09-17,85,81,5,52,86,89,6,3,9,0,6,3.89,4.24
STU0208,2024,4,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,68,2025-09-19,2025-09-19,41,85,8,47,72,89,6,3,9,0,6,3.89,4.24
STU0208,2024,4,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,63,2025-09-21,2025-09-21,83,55,4,75,69,89,6,3,9,0,6,3.89,4.24
STU0209,2025,4,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,57,2025-09-17,2025-09-17,40,56,6,81,56,82,3,4,5,4,4,3.12,4.41
STU0209,2025,4,Fall,Fall,Reading,Core,English Lit,Assignment,2,50,59,2025-09-19,2025-09-19,55,56,5,81,71,82,3,4,5,4,4,3.12,4.41
STU0209,2025,4,Fall,Fall,Reading,Core,English Lit,Test,3,100,43,2025-09-21,2025-09-21,45,55,6,87,74,82,3,4,5,4,4,3.12,4.41
STU0210,2024,5,Spring,Spring,History,Elective,World History,Pretest,1,100,90,2025-09-17,2025-09-17,81,93,10,78,76,98,4,1,5,2,10,2.61,4.42
STU0210,2024,5,Spring,Spring,Math,Core,Algebra I,Assignment,2,50,66,2025-09-19,2025-09-19,83,64,7,72,54,98,4,1,5,2,10,2.61,4.42
STU0210,2024,5,Spring,Spring,Science,Core,Earth Science,Test,3,100,82,2025-09-21,2025-09-21,84,76,1,67,53,98,4,1,5,2,10,2.61,4.42
STU0211,2023,6,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,44,2025-09-17,2025-09-17,73,86,9,77,50,76,7,3,6,0,5,3.58,3.01
STU0211,2023,6,Fall,Fall,History,Elective,World History,Assignment,2,50,69,2025-09-19,2025-09-19,59,51,1,62,75,76,7,3,6,0,5,3.58,3.01
STU0211,2023,6,Fall,Fall,History,Elective,World History,Test,3,100,64,2025-09-21,2025-09-21,76,53,6,49,41,76,7,3,6,0,5,3.58,3.01
STU0212,2024,4,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,79,2025-09-17,2025-09-17,61,75,6,82,98,76,4,5,5,1,10,3.81,3.78
STU0212,2024,4,Fall,Fall,History,Elective,World History,Assignment,2,50,88,2025-09-19,2025-09-19,51,80,10,49,49,76,4,5,5,1,10,3.81,3.78
STU0212,2024,4,Fall,Fall,History,Elective,World History,Test,3,100,65,2025-09-21,2025-09-21,93,51,10,86,92,76,4,5,5,1,10,3.81,3.78
STU0213,2024,5,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,89,2025-09-17,2025-09-17,53,65,10,60,48,72,6,2,8,1,1,3.49,3.38
STU0213,2024,5,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,54,2025-09-19,2025-09-19,47,58,4,80,74,72,6,2,8,1,1,3.49,3.38
STU0213,2024,5,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,95,2025-09-21,2025-09-21,67,64,9,75,92,72,6,2,8,1,1,3.49,3.38
STU0214,2024,5,Spring,Spring,Reading,Core,English Lit,Pretest,1,100,41,2025-09-17,2025-09-17,61,68,4,47,69,70,4,4,8,3,7,3.59,3.37
STU0214,2024,5,Spring,Spring,Writing,Core,Creative Writing,Assignment,2,50,74,2025-09-19,2025-09-19,59,73,3,40,50,70,4,4,8,3,7,3.59,3.37
STU0214,2024,5,Spring,Spring,Math,Core,Algebra I,Test,3,100,93,2025-09-21,2025-09-21,58,76,8,84,69,70,4,4,8,3,7,3.59,3.37
STU0215,2024,4,Spring,Spring,Science,Core,Earth Science,Pretest,1,100,62,2025-09-17,2025-09-17,51,62,10,57,76,95,7,4,9,2,7,2.72,3.61
STU0215,2024,4,Spring,Spring,Reading,Core,English Lit,Assignment,2,50,92,2025-09-19,2025-09-19,50,66,10,62,44,95,7,4,9,2,7,2.72,3.61
STU0215,2024,4,Spring,Spring,Science,Core,Earth Science,Test,3,100,64,2025-09-21,2025-09-21,57,55,9,56,82,95,7,4,9,2,7,2.72,3.61
STU0216,2023,4,Fall,Fall,History,Elective,World History,Pretest,1,100,75,2025-09-17,2025-09-17,76,69,5,60,48,73,1,3,6,0,4,3.95,4.23
STU0216,2023,4,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,47,2025-09-19,2025-09-19,81,51,10,61,40,73,1,3,6,0,4,3.95,4.23
STU0216,2023,4,Fall,Fall,Science,Core,Earth Science,Test,3,100,50,2025-09-21,2025-09-21,49,63,4,65,52,73,1,3,6,0,4,3.95,4.23
STU0217,2024,5,Spring,Spring,History,Elective,World History,Pretest,1,100,90,2025-09-17,2025-09-17,79,60,3,72,93,80,2,1,9,3,1,2.69,3.46
STU0217,2024,5,Spring,Spring,History,Elective,World History,Assignment,2,50,40,2025-09-19,2025-09-19,48,77,2,85,73,80,2,1,9,3,1,2.69,3.46
STU0217,2024,5,Spring,Spring,Science,Core,Earth Science,Test,3,100,61,2025-09-21,2025-09-21,85,78,2,75,87,80,2,1,9,3,1,2.69,3.46
STU0218,2025,6,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,99,2025-09-17,2025-09-17,86,70,6,60,43,71,1,2,7,5,9,3.25,3.38
